satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,salary,sales_IT,sales_RandD,sales_accounting,sales_hr,sales_management,sales_marketing,sales_product_mng,sales_sales,sales_support,sales_technical,left
0.87,0.83,0.6,0.7990654205607477,0.375,0,0,0.0,0,1,0,0,0,0,0,0,0,0,1
0.91,0.53,0.2,0.8271028037383178,0.5,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0
0.78,0.89,0.6,0.8317757009345794,0.5,0,0,0.5,0,0,0,0,0,0,0,0,1,0,1
0.23,0.51,0.8,0.45794392523364486,0.25,1,0,0.5,0,1,0,0,0,0,0,0,0,0,0
0.82,0.74,0.2,0.6214953271028038,0.625,0,1,1.0,0,0,0,0,1,0,0,0,0,0,0
0.99,0.8,0.2,0.5280373831775701,0.0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.45,0.6,0.0,0.009345794392523364,0.125,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0
0.16,0.7,0.2,0.38317757009345793,0.125,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.88,0.77,0.4,0.3364485981308411,0.25,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.47,0.43,0.2,0.11214953271028037,0.125,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0
0.82,0.57,0.0,0.2897196261682243,0.125,1,0,0.5,0,0,0,1,0,0,0,0,0,0,0
0.65,0.81,0.4,0.4485981308411215,0.125,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0
0.72,0.61,0.6,0.34579439252336447,0.125,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.67,0.54,0.2,0.5467289719626168,0.25,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0.59,0.73,0.2,0.29439252336448596,0.125,1,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.12,1.0,0.2,0.8504672897196262,0.25,0,0,0.5,0,1,0,0,0,0,0,0,0,0,1
0.94,0.88,0.4,0.7757009345794392,0.0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.5,0.48,0.2,0.7009345794392523,0.125,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0
0.39,0.5,0.0,0.21495327102803738,0.125,0,0,0.5,0,0,0,1,0,0,0,0,0,0,1
0.25,0.98,0.8,0.8925233644859814,0.375,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.84,0.72,0.2,0.7476635514018691,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.68,0.66,0.4,0.6214953271028038,0.125,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0
0.63,0.78,0.4,0.8364485981308412,0.125,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0.42,0.41,0.6,0.6728971962616822,0.0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.1,0.91,0.8,0.8925233644859814,0.25,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1
0.26,0.9,0.4,0.794392523364486,0.375,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.11,0.92,0.8,0.7663551401869159,0.25,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0.83,0.95,0.4,0.7242990654205608,0.375,0,0,0.5,0,0,0,0,0,1,0,0,0,0,1
0.58,0.65,0.4,0.7102803738317757,0.25,0,0,1.0,0,0,0,0,0,1,0,0,0,0,0
0.11,0.87,0.8,0.822429906542056,0.25,0,0,0.5,0,0,0,0,0,0,0,1,0,0,1
0.38,0.55,0.0,0.2383177570093458,0.125,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1
0.63,0.56,0.4,0.7102803738317757,0.0,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.95,0.71,0.2,0.780373831775701,0.0,1,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.59,0.57,0.0,0.34579439252336447,0.125,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.78,0.59,0.6,0.6542056074766355,0.125,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0
0.88,0.88,0.6,0.6355140186915887,0.375,1,0,0.5,0,0,1,0,0,0,0,0,0,0,1
0.6,0.64,0.0,0.19158878504672897,0.375,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.81,0.92,0.6,0.7616822429906542,0.125,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
0.36,0.62,0.4,0.07009345794392523,0.5,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
0.62,0.77,0.4,0.7476635514018691,0.125,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0
0.11,0.85,0.8,0.9906542056074766,0.375,0,0,0.5,0,0,0,0,0,0,0,1,0,0,1
0.45,0.79,0.6,0.004672897196261682,0.5,1,0,1.0,0,0,1,0,0,0,0,0,0,0,0
0.85,0.54,0.2,0.4158878504672897,1.0,0,1,1.0,0,0,0,0,1,0,0,0,0,0,0
0.58,0.63,0.6,0.4439252336448598,0.125,1,0,1.0,0,0,0,0,0,0,0,0,0,1,0
0.81,0.59,0.4,0.4252336448598131,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.76,0.84,0.6,0.19158878504672897,0.25,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0
0.39,0.49,0.0,0.22429906542056074,0.125,0,0,0.5,0,0,0,0,0,1,0,0,0,0,1
0.69,0.77,0.2,0.6355140186915887,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.82,0.89,0.4,0.6682242990654206,0.0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0
0.1,0.87,1.0,0.9485981308411215,0.25,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1
0.73,0.92,0.8,0.43457943925233644,0.125,1,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.65,0.92,0.4,0.6822429906542056,0.0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0
0.35,0.67,0.2,0.10747663551401869,0.125,0,1,0.5,0,0,0,0,0,1,0,0,0,0,0
0.95,0.78,0.4,0.602803738317757,0.0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.26,0.97,0.2,0.13551401869158877,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0.84,0.87,0.4,0.7009345794392523,0.5,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1
0.77,0.65,0.2,0.4252336448598131,0.125,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0
0.4,0.86,0.0,0.7850467289719626,0.375,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.93,0.89,0.2,0.7429906542056075,0.625,1,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.51,0.79,0.2,0.19158878504672897,0.125,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.95,0.74,0.2,0.5420560747663551,0.125,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.84,0.66,0.2,0.5280373831775701,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.68,0.62,0.2,0.2897196261682243,0.125,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.99,0.79,0.4,0.35514018691588783,0.0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.18,0.76,0.6,0.3598130841121495,0.25,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.51,0.53,0.4,0.7663551401869159,0.0,1,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.89,0.9,0.4,0.02336448598130841,0.5,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.53,0.82,0.2,0.7383177570093458,0.125,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.98,0.51,0.4,0.5934579439252337,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.63,0.95,0.4,0.17757009345794392,0.125,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.92,0.99,0.4,0.6962616822429907,0.25,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0
0.95,0.81,0.2,0.7663551401869159,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0.71,0.62,0.2,0.7570093457943925,0.0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.11,0.85,0.8,0.7710280373831776,0.25,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0.09,0.79,0.8,0.8364485981308412,0.25,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1
0.43,0.52,0.0,0.2523364485981308,0.125,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1
0.54,0.46,0.0,0.009345794392523364,0.25,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0.74,0.41,0.4,0.719626168224299,0.25,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0
0.19,0.63,0.4,0.21495327102803738,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0
0.88,0.58,0.2,0.22897196261682243,0.75,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.85,0.67,0.2,0.37383177570093457,0.0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0
0.99,0.71,0.4,0.2757009345794392,0.125,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.81,0.9,0.4,0.6074766355140186,0.375,0,0,0.5,0,0,0,0,0,0,1,0,0,0,1
0.7,0.99,0.4,0.7102803738317757,0.125,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0
0.93,0.79,0.6,0.677570093457944,0.25,0,0,1.0,0,0,0,0,0,1,0,0,0,0,0
0.7,0.79,0.4,0.45794392523364486,0.125,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.5,0.75,0.2,0.6355140186915887,0.0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0
0.9,0.87,0.4,0.6308411214953271,0.375,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0
0.95,0.9,0.2,0.2757009345794392,0.125,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.1,0.77,0.6,0.8411214953271028,0.25,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0.14,0.72,0.4,0.7383177570093458,0.25,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0.24,0.64,0.6,0.4392523364485981,0.25,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.45,0.42,0.4,0.205607476635514,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.73,0.75,0.0,0.6869158878504673,0.375,1,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.45,0.51,0.0,0.2803738317757009,0.125,0,0,0.5,0,0,0,0,0,0,0,1,0,0,1
0.13,0.72,0.4,0.24299065420560748,0.375,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0
0.37,0.46,0.0,0.17757009345794392,0.125,0,0,0.5,0,0,0,0,0,0,1,0,0,0,1
0.5,0.59,0.4,0.5514018691588785,0.125,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.11,0.85,0.8,0.7990654205607477,0.25,0,0,0.5,0,0,0,0,0,0,0,1,0,0,1
0.44,0.56,0.0,0.21495327102803738,0.125,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1
0.63,0.56,0.4,0.8317757009345794,0.375,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.16,0.54,0.6,0.514018691588785,0.375,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.86,1.0,0.2,0.32710280373831774,0.125,1,0,0.5,0,0,1,0,0,0,0,0,0,0,0
0.54,0.5,0.0,0.1261682242990654,0.25,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0
0.52,0.63,0.2,0.6261682242990654,0.0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.24,0.89,0.6,0.3411214953271028,0.25,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
0.65,0.74,0.4,0.616822429906542,0.0,1,0,0.5,1,0,0,0,0,0,0,0,0,0,0
0.41,0.56,0.0,0.21962616822429906,0.125,0,0,0.5,0,0,0,0,0,0,0,0,0,1,1
0.18,0.84,0.4,0.6308411214953271,0.375,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.89,0.91,0.6,0.5981308411214953,0.125,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.16,0.94,0.2,0.38317757009345793,0.25,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0
0.49,0.84,0.6,0.4532710280373832,0.125,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0
0.58,0.71,0.2,0.6261682242990654,0.125,1,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.21,0.9,0.4,0.6495327102803738,0.25,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.56,0.39,0.6,0.780373831775701,0.25,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0
0.44,0.63,0.2,0.308411214953271,0.0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0
0.85,0.65,0.4,0.308411214953271,0.0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.94,0.86,0.2,0.5841121495327103,0.125,1,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.63,0.52,0.2,0.40654205607476634,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.69,0.76,0.6,0.7429906542056075,0.5,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.45,0.69,0.6,0.4532710280373832,0.125,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.72,0.58,0.2,0.4766355140186916,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0
0.76,0.67,0.6,0.6869158878504673,0.125,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.77,0.94,0.6,0.6074766355140186,0.5,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0.73,0.97,0.4,0.3130841121495327,0.125,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.87,0.68,0.6,0.4252336448598131,0.125,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.61,0.46,0.2,0.35046728971962615,0.125,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0
0.95,0.62,0.2,0.3037383177570093,0.125,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.19,0.61,0.2,0.822429906542056,0.25,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.57,0.75,0.2,0.29439252336448596,0.0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.41,0.54,0.0,0.26635514018691586,0.125,1,0,0.0,0,0,0,0,0,0,0,1,0,0,1
0.61,0.75,0.2,0.205607476635514,0.125,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0
0.94,0.82,0.2,0.7009345794392523,0.125,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0.8,0.55,0.4,0.38317757009345793,0.0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0.18,0.99,0.4,0.29906542056074764,0.375,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0
0.44,0.5,0.0,0.14953271028037382,0.125,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0.57,0.61,0.6,0.7383177570093458,0.375,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0
0.91,0.56,0.4,0.677570093457944,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
0.4,0.49,0.0,0.205607476635514,0.125,0,0,0.5,0,0,0,0,0,0,0,1,0,0,1
0.09,0.83,1.0,0.7570093457943925,0.25,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1
0.66,0.99,0.4,0.780373831775701,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0.11,0.79,0.8,0.6915887850467289,0.25,1,0,0.5,0,0,0,0,0,0,0,1,0,0,1
0.64,0.63,0.6,0.04205607476635514,0.375,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0
0.4,0.38,0.2,0.8598130841121495,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0
0.44,0.53,0.0,0.14485981308411214,0.125,0,0,0.5,0,1,0,0,0,0,0,0,0,0,1
0.43,0.56,0.0,0.18691588785046728,0.125,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1
0.6,0.75,0.6,0.6401869158878505,0.125,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.97,0.74,0.4,0.5280373831775701,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.99,0.37,0.8,0.5747663551401869,0.5,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0
0.73,0.6,0.4,0.32710280373831774,0.125,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0
0.34,0.81,0.2,0.7523364485981309,0.375,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0
0.45,0.63,0.6,0.07009345794392523,0.375,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0
0.71,0.64,0.4,0.43457943925233644,0.125,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.36,0.78,0.0,0.2570093457943925,0.25,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1
0.69,0.57,0.6,0.6121495327102804,0.25,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
0.44,0.44,0.2,0.14018691588785046,0.0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0
0.65,0.95,0.0,0.3925233644859813,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0
0.59,0.98,0.4,0.4766355140186916,0.125,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0
0.52,0.77,0.4,0.17757009345794392,0.25,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.78,0.8,0.2,0.1822429906542056,0.625,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.56,0.68,0.4,0.5794392523364486,0.0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.37,0.69,0.0,0.2336448598130841,0.125,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.68,0.61,0.6,0.8177570093457944,0.0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0
0.92,0.68,0.4,0.4672897196261682,0.125,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.83,0.98,0.2,0.6214953271028038,0.5,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.38,0.5,0.0,0.16822429906542055,0.125,0,0,0.0,0,0,1,0,0,0,0,0,0,0,1
0.67,0.75,0.2,0.45794392523364486,0.125,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0
0.57,0.48,0.0,0.45794392523364486,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
0.36,0.73,0.2,0.4252336448598131,0.125,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.96,0.85,0.6,0.5373831775700935,0.25,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0.99,0.78,0.4,0.205607476635514,0.125,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.81,0.7,0.8,0.3037383177570093,0.25,0,0,0.5,1,0,0,0,0,0,0,0,0,0,1
0.88,0.72,0.2,0.48598130841121495,0.0,1,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.91,0.91,0.4,0.7757009345794392,0.5,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0.82,0.93,0.2,0.705607476635514,0.125,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.95,0.86,0.0,0.780373831775701,0.25,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.14,0.76,0.4,0.21495327102803738,1.0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,0
0.81,0.92,0.2,0.7242990654205608,0.125,1,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.43,0.47,0.0,0.2897196261682243,0.125,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1
0.58,0.9,0.2,0.5280373831775701,0.0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,0
0.48,0.74,0.0,0.8177570093457944,0.75,1,0,0.5,0,0,0,0,1,0,0,0,0,0,0
0.61,0.79,0.6,0.6261682242990654,1.0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,0
0.75,0.97,0.4,0.6962616822429907,0.375,0,0,0.5,0,0,0,0,0,0,0,0,1,0,1
0.45,0.51,0.0,0.2383177570093458,0.125,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1
0.53,0.73,0.4,0.2383177570093458,0.125,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.87,0.97,0.6,0.2570093457943925,0.125,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0
0.31,0.72,0.0,0.4439252336448598,0.125,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0
0.82,0.86,0.6,0.6869158878504673,0.375,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1
0.84,0.51,0.0,0.09813084112149532,0.25,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0
0.23,0.63,0.6,0.2570093457943925,0.25,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.97,0.66,0.6,0.6448598130841121,0.5,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.91,0.84,0.2,0.6588785046728972,0.0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0
0.6,0.98,0.4,0.2336448598130841,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.85,0.69,0.4,0.5607476635514018,0.25,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0
0.41,0.57,0.0,0.18691588785046728,0.125,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0.46,0.57,0.0,0.20093457943925233,0.125,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1
0.61,0.88,0.6,0.17757009345794392,0.25,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.49,0.99,0.2,0.48130841121495327,0.125,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.37,0.45,0.0,0.29906542056074764,0.125,0,0,0.5,0,0,0,0,0,1,0,0,0,0,1
0.8,1.0,0.2,0.37850467289719625,0.0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.87,0.57,0.2,0.24766355140186916,0.125,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0.11,0.78,0.8,0.7663551401869159,0.25,0,0,0.5,0,0,0,1,0,0,0,0,0,0,1
0.65,0.98,0.2,0.7289719626168224,0.0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0
0.5,0.49,0.2,0.3925233644859813,0.125,1,0,0.0,0,0,0,0,0,1,0,0,0,0,0
0.94,0.68,0.6,0.2570093457943925,0.0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0
0.82,0.84,0.6,0.6915887850467289,0.375,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1
0.66,0.48,0.2,0.5,0.25,1,0,0.0,0,0,0,0,1,0,0,0,0,0,0
0.51,0.61,0.4,0.7242990654205608,0.0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0.85,0.76,0.4,0.7757009345794392,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
0.71,0.87,0.2,0.37850467289719625,0.25,0,0,0.5,0,0,0,1,0,0,0,0,0,0,1
0.39,1.0,0.6,0.5046728971962616,0.375,1,0,0.5,0,0,0,0,1,0,0,0,0,0,0
0.38,0.74,0.2,0.29439252336448596,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.77,0.87,0.6,0.7523364485981309,0.0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0
0.4,0.46,0.0,0.24766355140186916,0.125,0,0,0.5,0,0,0,0,0,0,0,0,0,1,1
0.5,0.91,0.2,0.6728971962616822,0.0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.92,0.6,0.2,0.3878504672897196,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
0.36,0.48,0.0,0.2616822429906542,0.125,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1
0.45,0.5,0.0,0.2850467289719626,0.125,0,0,0.5,0,0,0,0,0,1,0,0,0,0,1
0.1,0.94,1.0,0.8644859813084113,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,1,1
0.68,0.78,0.6,0.6401869158878505,0.125,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0
0.91,0.59,0.4,0.17289719626168223,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.43,0.47,0.0,0.1822429906542056,0.125,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1
0.69,0.86,0.6,0.46261682242990654,0.5,0,0,1.0,0,0,0,0,1,0,0,0,0,0,0
0.87,0.88,0.4,0.205607476635514,0.75,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0
0.95,0.57,0.2,0.6635514018691588,0.125,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
0.92,0.46,0.6,0.46261682242990654,0.375,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0.92,0.92,0.2,0.29439252336448596,0.125,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
0.96,0.85,0.4,0.705607476635514,0.125,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0
0.85,0.84,0.6,0.3878504672897196,0.125,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.96,0.71,0.2,0.5093457943925234,0.75,1,0,0.5,0,0,0,0,1,0,0,0,0,0,0
0.72,0.73,0.2,0.4766355140186916,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.6,0.85,0.2,0.35514018691588783,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.96,0.5,0.2,0.5654205607476636,0.0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
0.27,0.48,0.2,0.004672897196261682,0.5,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0
0.51,0.75,0.2,0.6448598130841121,0.0,1,0,0.5,0,0,0,0,0,1,0,0,0,0,0
0.62,0.79,0.6,0.35514018691588783,0.125,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0
0.58,0.75,0.4,0.7336448598130841,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.76,0.56,0.2,0.7429906542056075,0.125,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.51,0.75,0.2,0.17289719626168223,0.125,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.84,0.52,0.4,0.7242990654205608,0.125,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0
0.62,0.79,0.4,0.8037383177570093,0.5,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.79,0.89,0.2,0.037383177570093455,0.25,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.98,0.58,0.2,0.40654205607476634,0.125,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.53,0.61,0.2,0.24299065420560748,1.0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,0
0.78,0.8,0.4,0.3691588785046729,0.125,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0
0.85,0.9,0.6,0.4953271028037383,0.125,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
0.74,0.98,0.2,0.4672897196261682,0.5,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0.11,0.92,0.8,0.9766355140186916,0.25,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1
0.54,0.74,0.0,0.32710280373831774,0.125,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.42,0.38,0.0,0.08878504672897196,0.125,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0
0.11,0.78,0.8,0.705607476635514,0.25,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1
0.65,0.86,0.4,0.7476635514018691,0.0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
